global_index,original_excel_row,ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,khoang_cach_chim_bay,tinh_thanh,PART_ID,row_in_part,Khoảng cách đường bộ,Khoảng cách đường bộ km,thời gian,source_output_file,source_kind,crawl_status,directed_pair_key_by_code,undirected_pair_key_by_code,directed_pair_key_by_coord,undirected_pair_key_by_coord,matched_by,old_distance_km,new_distance_km,old_duration,new_duration,old_ratio_to_air,new_ratio_to_air,distance_diff_km,distance_abs_diff_km,distance_change_pct,compare_status,recrawl_priority
19443,19445,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,110.4478448312946,TP. Hồ Chí Minh,195,43,"30 min
19.4 km",19.4,30 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88000000,64036000__88000000,"11.24295,106.63624__10.34819,107.07531","10.34819,107.07531__11.24295,106.63624",directed_pair_key_by_code,149.0,19.4,,30 min,,0.1756,-129.6,129.6,0.8698,SUSPECT_CHANGED,HIGH
19446,19448,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88032000,PGD Thắng Nhất,107.1119125,10.3980829,107.3531801611606,TP. Hồ Chí Minh,195,46,"18 min
11.6 km",11.6,18 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88032000,64036000__88032000,"11.24295,106.63624__10.39808,107.11191","10.39808,107.11191__11.24295,106.63624",directed_pair_key_by_code,141.0,11.6,,18 min,,0.1081,-129.4,129.4,0.9177,SUSPECT_CHANGED,HIGH
19351,19353,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90434000,PGD Thái Sơn,106.687313,10.824671,12.96830495728751,TP. Hồ Chí Minh,194,51,"3 hr 10 min
144 km",144.0,3 hr 10 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90434000,64035000__90434000,"10.92805,106.74228__10.82467,106.68731","10.82467,106.68731__10.92805,106.74228",directed_pair_key_by_code,16.3,144.0,,3 hr 10 min,,11.104,127.7,127.7,7.8344,SUSPECT_CHANGED,HIGH
19444,19446,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88030000,PGD Nguyễn An Ninh,107.0898627,10.3656844,109.4093817989767,TP. Hồ Chí Minh,195,44,"34 min
19.3 km",19.3,34 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88030000,64036000__88030000,"11.24295,106.63624__10.36568,107.08986","10.36568,107.08986__11.24295,106.63624",directed_pair_key_by_code,147.0,19.3,,34 min,,0.1764,-127.7,127.7,0.8687,SUSPECT_CHANGED,HIGH
19452,19454,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,115.1800293621377,TP. Hồ Chí Minh,195,52,"36 min
20.8 km",20.8,36 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88041000,64036000__88041000,"11.24295,106.63624__10.53842,107.40951","10.53842,107.40951__11.24295,106.63624",directed_pair_key_by_code,147.0,20.8,,36 min,,0.1806,-126.2,126.2,0.8585,SUSPECT_CHANGED,HIGH
1915,1917,50633000,PGD Cư Jút,107.8992603,12.5927414,60030000,PGD Mũi Né,108.286852,10.9362766,188.9611943714505,Lâm Đồng,20,15,"6 hr 39 min
283 km",283.0,6 hr 39 min,part/output_part_20/ket_qua_tu_0_den_99.xlsx,original_output,ok,50633000__60030000,50633000__60030000,"12.59274,107.89926__10.93628,108.28685","10.93628,108.28685__12.59274,107.89926",directed_pair_key_by_code,408.0,283.0,,6 hr 39 min,,1.4977,-125.0,125.0,0.3064,SUSPECT_CHANGED,HIGH
19344,19346,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90331000,PGD Bình Trưng Tây,106.7566664,10.788686,15.57626399276766,TP. Hồ Chí Minh,194,44,"3 hr 9 min
142 km",142.0,3 hr 9 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90331000,64035000__90331000,"10.92805,106.74228__10.78869,106.75667","10.78869,106.75667__10.92805,106.74228",directed_pair_key_by_code,18.8,142.0,,3 hr 9 min,,9.1164,123.2,123.2,6.5532,SUSPECT_CHANGED,HIGH
19342,19344,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90300000,CN Thủ Thiêm,106.7293726,10.7875464,15.68705457053671,TP. Hồ Chí Minh,194,42,"3 hr 12 min
143 km",143.0,3 hr 12 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90300000,64035000__90300000,"10.92805,106.74228__10.78755,106.72937","10.78755,106.72937__10.92805,106.74228",directed_pair_key_by_code,20.0,143.0,,3 hr 12 min,,9.1158,123.0,123.0,6.15,SUSPECT_CHANGED,HIGH
19343,19345,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90330000,PGD An Phú,106.7385273,10.7978598,14.48258316932482,TP. Hồ Chí Minh,194,43,"3 hr 6 min
141 km",141.0,3 hr 6 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90330000,64035000__90330000,"10.92805,106.74228__10.79786,106.73853","10.79786,106.73853__10.92805,106.74228",directed_pair_key_by_code,19.3,141.0,,3 hr 6 min,,9.7358,121.7,121.7,6.3057,SUSPECT_CHANGED,HIGH
19445,19447,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88031000,PGD Tam Thắng,107.0854444,10.3494722,110.805718736219,TP. Hồ Chí Minh,195,45,"32 min
19.2 km",19.2,32 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88031000,64036000__88031000,"11.24295,106.63624__10.34947,107.08544","10.34947,107.08544__11.24295,106.63624",directed_pair_key_by_code,140.0,19.2,,32 min,,0.1733,-120.8,120.8,0.8629,SUSPECT_CHANGED,HIGH
20790,20792,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92631000,PGD Xóm Củi,106.6567989,10.7444752,85.38965183258865,TP. Hồ Chí Minh,208,90,"11 min
4.3 km",4.3,11 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92631000,88041000__92631000,"10.53842,107.40951__10.74448,106.65680","10.53842,107.40951__10.74448,106.65680",directed_pair_key_by_code,124.0,4.3,,11 min,,0.0504,-119.7,119.7,0.9653,SUSPECT_CHANGED,HIGH
19449,19451,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88038000,PGD Long Điền,107.2164178,10.4169245,111.5857871214624,TP. Hồ Chí Minh,195,49,"31 min
19.7 km",19.7,31 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88038000,64036000__88038000,"11.24295,106.63624__10.41692,107.21642","10.41692,107.21642__11.24295,106.63624",directed_pair_key_by_code,138.0,19.7,,31 min,,0.1765,-118.3,118.3,0.8572,SUSPECT_CHANGED,HIGH
20769,20771,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,83.97695237653531,TP. Hồ Chí Minh,208,69,"12 min
3.0 km",3.0,12 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92000000,88041000__92000000,"10.53842,107.40951__10.75669,106.67385","10.53842,107.40951__10.75669,106.67385",directed_pair_key_by_code,121.0,3.0,,12 min,,0.0357,-118.0,118.0,0.9752,SUSPECT_CHANGED,HIGH
20754,20756,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,81.29155266911077,TP. Hồ Chí Minh,208,54,"2 min
550 m",0.55,2 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__90800000,88041000__90800000,"10.53842,107.40951__10.76595,106.70256","10.53842,107.40951__10.76595,106.70256",directed_pair_key_by_code,118.0,0.55,,2 min,,0.0068,-117.45,117.45,0.9953,SUSPECT_CHANGED,HIGH
19345,19347,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90332000,PGD Thảo Điền,106.7360342,10.8052701,13.66982662443199,TP. Hồ Chí Minh,194,45,"3 hr 1 min
135 km",135.0,3 hr 1 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90332000,64035000__90332000,"10.92805,106.74228__10.80527,106.73603","10.80527,106.73603__10.92805,106.74228",directed_pair_key_by_code,18.7,135.0,,3 hr 1 min,,9.8758,116.3,116.3,6.2193,SUSPECT_CHANGED,HIGH
20794,20796,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92800000,CN 9 Thành phố Hồ Chí Minh,106.6788024,10.82797,86.08986155782861,TP. Hồ Chí Minh,208,94,"22 min
8.8 km",8.8,22 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92800000,88041000__92800000,"10.53842,107.40951__10.82797,106.67880","10.53842,107.40951__10.82797,106.67880",directed_pair_key_by_code,124.0,8.8,,22 min,,0.1022,-115.2,115.2,0.929,SUSPECT_CHANGED,HIGH
20775,20777,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,84.81448749338756,TP. Hồ Chí Minh,208,75,"23 min
7.8 km",7.8,23 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92200000,88041000__92200000,"10.53842,107.40951__10.75327,106.66482","10.53842,107.40951__10.75327,106.66482",directed_pair_key_by_code,122.0,7.8,,23 min,,0.092,-114.2,114.2,0.9361,SUSPECT_CHANGED,HIGH
20783,20785,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,82.96540474188832,TP. Hồ Chí Minh,208,83,"23 min
8.7 km",8.7,23 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92400000,88041000__92400000,"10.53842,107.40951__10.80172,106.69910","10.53842,107.40951__10.80172,106.69910",directed_pair_key_by_code,118.0,8.7,,23 min,,0.1049,-109.3,109.3,0.9263,SUSPECT_CHANGED,HIGH
20896,20898,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,4.626860961132945,TP. Hồ Chí Minh,209,96,"2 hr 26 min
115 km",115.0,2 hr 26 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92200000,90000000__92200000,"10.77051,106.70337__10.75327,106.66482","10.75327,106.66482__10.77051,106.70337",directed_pair_key_by_code,5.8,115.0,,2 hr 26 min,,24.8549,109.2,109.2,18.8276,SUSPECT_CHANGED,HIGH
19348,19350,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90400000,CN 2 Thành phố Hồ Chí Minh,106.682211,10.7959893,16.08339437182224,TP. Hồ Chí Minh,194,48,"2 hr 49 min
128 km",128.0,2 hr 49 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90400000,64035000__90400000,"10.92805,106.74228__10.79599,106.68221","10.79599,106.68221__10.92805,106.74228",directed_pair_key_by_code,19.5,128.0,,2 hr 49 min,,7.9585,108.5,108.5,5.5641,SUSPECT_CHANGED,HIGH
20879,20881,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90835000,PGD Phan Văn Trị,106.6918736,10.8242225,6.103171552053817,TP. Hồ Chí Minh,209,79,"2 hr 16 min
114 km",114.0,2 hr 16 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90835000,90000000__90835000,"10.77051,106.70337__10.82422,106.69187","10.77051,106.70337__10.82422,106.69187",directed_pair_key_by_code,7.4,114.0,,2 hr 16 min,,18.6788,106.6,106.6,14.4054,SUSPECT_CHANGED,HIGH
20788,20790,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92600000,CN 8 Thành phố Hồ Chí Minh,106.6653111,10.7423991,84.4318582711,TP. Hồ Chí Minh,208,88,"39 min
16.0 km",16.0,39 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92600000,88041000__92600000,"10.53842,107.40951__10.74240,106.66531","10.53842,107.40951__10.74240,106.66531",directed_pair_key_by_code,122.0,16.0,,39 min,,0.1895,-106.0,106.0,0.8689,SUSPECT_CHANGED,HIGH
19347,19349,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,90334000,PGD Vinhomes Tân Cảng,106.7210417,10.7941608,15.06769603557936,TP. Hồ Chí Minh,194,47,"2 hr 38 min
122 km",122.0,2 hr 38 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__90334000,64035000__90334000,"10.92805,106.74228__10.79416,106.72104","10.79416,106.72104__10.92805,106.74228",directed_pair_key_by_code,17.9,122.0,,2 hr 38 min,,8.0968,104.1,104.1,5.8156,SUSPECT_CHANGED,HIGH
20745,20747,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,90400000,CN 2 Thành phố Hồ Chí Minh,106.682211,10.7959893,84.47753380747342,TP. Hồ Chí Minh,208,45,"44 min
16.2 km",16.2,44 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__90400000,88041000__90400000,"10.53842,107.40951__10.79599,106.68221","10.53842,107.40951__10.79599,106.68221",directed_pair_key_by_code,120.0,16.2,,44 min,,0.1918,-103.8,103.8,0.865,SUSPECT_CHANGED,HIGH
20881,20883,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,91000000,CN Nam Sài Gòn,106.7002387,10.739119,3.507340769080975,TP. Hồ Chí Minh,209,81,"2 hr 10 min
108 km",108.0,2 hr 10 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__91000000,90000000__91000000,"10.77051,106.70337__10.73912,106.70024","10.73912,106.70024__10.77051,106.70337",directed_pair_key_by_code,4.5,108.0,,2 hr 10 min,,30.7926,103.5,103.5,23.0,SUSPECT_CHANGED,HIGH
20779,20781,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92300000,CN Tây Sài Gòn,106.5953388,10.7457963,91.91409657141277,TP. Hồ Chí Minh,208,79,"21 min
7.6 km",7.6,21 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92300000,88041000__92300000,"10.53842,107.40951__10.74580,106.59534","10.53842,107.40951__10.74580,106.59534",directed_pair_key_by_code,111.0,7.6,,21 min,,0.0827,-103.4,103.4,0.9315,SUSPECT_CHANGED,HIGH
20867,20869,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90431000,PGD Phú Nhuận,106.680485,10.799081,4.04270569428972,TP. Hồ Chí Minh,209,67,"2 hr 11 min
107 km",107.0,2 hr 11 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90431000,90000000__90431000,"10.77051,106.70337__10.79908,106.68049","10.77051,106.70337__10.79908,106.68049",directed_pair_key_by_code,4.8,107.0,,2 hr 11 min,,26.4674,102.2,102.2,21.2917,SUSPECT_CHANGED,HIGH
20874,20876,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90636000,PGD Hai Bà Trưng,106.6904219,10.7893918,2.531695471973683,TP. Hồ Chí Minh,209,74,"2 hr 4 min
105 km",105.0,2 hr 4 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90636000,90000000__90636000,"10.77051,106.70337__10.78939,106.69042","10.77051,106.70337__10.78939,106.69042",directed_pair_key_by_code,3.1,105.0,,2 hr 4 min,,41.4742,101.9,101.9,32.871,SUSPECT_CHANGED,HIGH
20749,20751,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,83.56431469318795,TP. Hồ Chí Minh,208,49,"46 min
18.4 km",18.4,46 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__90600000,88041000__90600000,"10.53842,107.40951__10.76976,106.68195","10.53842,107.40951__10.76976,106.68195",directed_pair_key_by_code,120.0,18.4,,46 min,,0.2202,-101.6,101.6,0.8467,SUSPECT_CHANGED,HIGH
20897,20899,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92230000,PGD Tháp Mười,106.6510538,10.7501355,6.148087689831289,TP. Hồ Chí Minh,209,97,"2 hr 8 min
109 km",109.0,2 hr 8 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92230000,90000000__92230000,"10.77051,106.70337__10.75014,106.65105","10.75014,106.65105__10.77051,106.70337",directed_pair_key_by_code,7.6,109.0,,2 hr 8 min,,17.7291,101.4,101.4,13.3421,SUSPECT_CHANGED,HIGH
20894,20896,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92037000,PGD Nancy,106.68175,10.7565278,2.827925052163953,TP. Hồ Chí Minh,209,94,"1 hr 57 min
105 km",105.0,1 hr 57 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92037000,90000000__92037000,"10.77051,106.70337__10.75653,106.68175","10.75653,106.68175__10.77051,106.70337",directed_pair_key_by_code,3.9,105.0,,1 hr 57 min,,37.1297,101.1,101.1,25.9231,SUSPECT_CHANGED,HIGH
20877,20879,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90831000,PGD Bến Vân Đồn,106.6936118,10.7582238,1.733122586078836,TP. Hồ Chí Minh,209,77,"2 hr
104 km",104.0,2 hr,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90831000,90000000__90831000,"10.77051,106.70337__10.75822,106.69361","10.75822,106.69361__10.77051,106.70337",directed_pair_key_by_code,2.9,104.0,,2 hr,,60.0073,101.1,101.1,34.8621,SUSPECT_CHANGED,HIGH
20875,20877,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,0.515209203710917,TP. Hồ Chí Minh,209,75,"1 hr 55 min
102 km",102.0,1 hr 55 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90800000,90000000__90800000,"10.77051,106.70337__10.76595,106.70256","10.76595,106.70256__10.77051,106.70337",directed_pair_key_by_code,1.4,102.0,,1 hr 55 min,,197.9778,100.6,100.6,71.8571,SUSPECT_CHANGED,HIGH
20882,20884,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,91030000,PGD Phú Mỹ Hưng,106.7055348,10.7291804,4.60176380887376,TP. Hồ Chí Minh,209,82,"2 hr 4 min
108 km",108.0,2 hr 4 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__91030000,90000000__91030000,"10.77051,106.70337__10.72918,106.70553","10.72918,106.70553__10.77051,106.70337",directed_pair_key_by_code,7.4,108.0,,2 hr 4 min,,23.4693,100.6,100.6,13.5946,SUSPECT_CHANGED,HIGH
19576,19578,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,88031000,PGD Tam Thắng,107.0854444,10.3494722,1.118109267916182,TP. Hồ Chí Minh,196,76,"1 hr 45 min
102 km",102.0,1 hr 45 min,part/output_part_196/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__88031000,88000000__88031000,"10.34819,107.07531__10.34947,107.08544","10.34819,107.07531__10.34947,107.08544",directed_pair_key_by_code,1.5,102.0,,1 hr 45 min,,91.2254,100.5,100.5,67.0,SUSPECT_CHANGED,HIGH
20872,20874,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90632000,PGD Vườn Chuối,106.6839927,10.7723266,2.126710144446397,TP. Hồ Chí Minh,209,72,"1 hr 59 min
103 km",103.0,1 hr 59 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90632000,90000000__90632000,"10.77051,106.70337__10.77233,106.68399","10.77051,106.70337__10.77233,106.68399",directed_pair_key_by_code,2.6,103.0,,1 hr 59 min,,48.4316,100.4,100.4,38.6154,SUSPECT_CHANGED,HIGH
20898,20900,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92231000,PGD Chợ Lớn,106.6529332,10.7505148,5.94179681002972,TP. Hồ Chí Minh,209,98,"2 hr 5 min
107 km",107.0,2 hr 5 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92231000,90000000__92231000,"10.77051,106.70337__10.75051,106.65293","10.75051,106.65293__10.77051,106.70337",directed_pair_key_by_code,7.4,107.0,,2 hr 5 min,,18.008,99.6,99.6,13.4595,SUSPECT_CHANGED,HIGH
20774,20776,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92038000,PGD Bình Tây,106.6366052,10.7484977,87.63517055146434,TP. Hồ Chí Minh,208,74,"5 min
1.4 km",1.4,5 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92038000,88041000__92038000,"10.53842,107.40951__10.74850,106.63661","10.53842,107.40951__10.74850,106.63661",directed_pair_key_by_code,101.0,1.4,,5 min,,0.016,-99.6,99.6,0.9861,SUSPECT_CHANGED,HIGH
19676,19678,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,94031000,PGD Ngô Gia Tự,106.6748391,10.7670545,63.91855502827646,TP. Hồ Chí Minh,197,76,"4 min
1.5 km",1.5,4 min,part/output_part_197/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__94031000,88000000__94031000,"10.34819,107.07531__10.76705,106.67484","10.34819,107.07531__10.76705,106.67484",directed_pair_key_by_code,101.0,1.5,,4 min,,0.0235,-99.5,99.5,0.9851,SUSPECT_CHANGED,HIGH
20892,20894,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92031000,PGD Phan Phú Tiên,106.6654307,10.7522131,4.61730589377114,TP. Hồ Chí Minh,209,92,"2 hr 3 min
105 km",105.0,2 hr 3 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92031000,90000000__92031000,"10.77051,106.70337__10.75221,106.66543","10.75221,106.66543__10.77051,106.70337",directed_pair_key_by_code,5.6,105.0,,2 hr 3 min,,22.7405,99.4,99.4,17.75,SUSPECT_CHANGED,HIGH
20796,20798,88041000,PGD Xuyên Mộc,107.4095097,10.5384199,92831000,PGD Hiệp Thành,106.6434221,10.8767708,91.76859958229866,TP. Hồ Chí Minh,208,96,"19 min
7.6 km",7.6,19 min,part/output_part_208/ket_qua_tu_0_den_99.xlsx,original_output,ok,88041000__92831000,88041000__92831000,"10.53842,107.40951__10.87677,106.64342","10.53842,107.40951__10.87677,106.64342",directed_pair_key_by_code,107.0,7.6,,19 min,,0.0828,-99.4,99.4,0.929,SUSPECT_CHANGED,HIGH
20858,20860,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90236000,PGD Đakao,106.6972065,10.7927265,2.560516437972004,TP. Hồ Chí Minh,209,58,"1 hr 49 min
103 km",103.0,1 hr 49 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90236000,90000000__90236000,"10.77051,106.70337__10.79273,106.69721","10.77051,106.70337__10.79273,106.69721",directed_pair_key_by_code,3.7,103.0,,1 hr 49 min,,40.2263,99.3,99.3,26.8378,SUSPECT_CHANGED,HIGH
19675,19677,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,94030000,PGD Lý Thường Kiệt,106.6576503,10.7716481,65.58526559422087,TP. Hồ Chí Minh,197,75,"5 min
2.7 km",2.7,5 min,part/output_part_197/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__94030000,88000000__94030000,"10.34819,107.07531__10.77165,106.65765","10.34819,107.07531__10.77165,106.65765",directed_pair_key_by_code,102.0,2.7,,5 min,,0.0412,-99.3,99.3,0.9735,SUSPECT_CHANGED,HIGH
20868,20870,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90433000,PGD Nguyễn Văn Lượng,106.6676389,10.8384167,8.499956072194587,TP. Hồ Chí Minh,209,68,"2 hr 6 min
110 km",110.0,2 hr 6 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90433000,90000000__90433000,"10.77051,106.70337__10.83842,106.66764","10.77051,106.70337__10.83842,106.66764",directed_pair_key_by_code,10.8,110.0,,2 hr 6 min,,12.9412,99.2,99.2,9.1852,SUSPECT_CHANGED,HIGH
20890,20892,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,3.572379008922683,TP. Hồ Chí Minh,209,90,"2 hr
104 km",104.0,2 hr,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__92000000,90000000__92000000,"10.77051,106.70337__10.75669,106.67385","10.75669,106.67385__10.77051,106.70337",directed_pair_key_by_code,5.2,104.0,,2 hr,,29.1123,98.8,98.8,19.0,SUSPECT_CHANGED,HIGH
20878,20880,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90834000,PGD Văn Thánh,106.7142617,10.8017978,3.676661206685842,TP. Hồ Chí Minh,209,78,"2 hr 6 min
105 km",105.0,2 hr 6 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90834000,90000000__90834000,"10.77051,106.70337__10.80180,106.71426","10.77051,106.70337__10.80180,106.71426",directed_pair_key_by_code,6.4,105.0,,2 hr 6 min,,28.5585,98.6,98.6,15.4062,SUSPECT_CHANGED,HIGH
20880,20882,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90836000,PGD Nguyễn Lương Bằng,106.7284493,10.7174433,6.50568327380304,TP. Hồ Chí Minh,209,80,"2 hr 5 min
106 km",106.0,2 hr 5 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90836000,90000000__90836000,"10.77051,106.70337__10.71744,106.72845","10.71744,106.72845__10.77051,106.70337",directed_pair_key_by_code,7.6,106.0,,2 hr 5 min,,16.2934,98.4,98.4,12.9474,SUSPECT_CHANGED,HIGH
19575,19577,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,88030000,PGD Nguyễn An Ninh,107.0898627,10.3656844,2.513501228876144,TP. Hồ Chí Minh,196,75,"1 hr 40 min
101 km",101.0,1 hr 40 min,part/output_part_196/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__88030000,88000000__88030000,"10.34819,107.07531__10.36568,107.08986","10.34819,107.07531__10.36568,107.08986",directed_pair_key_by_code,2.7,101.0,,1 hr 40 min,,40.183,98.3,98.3,36.4074,SUSPECT_CHANGED,HIGH
19448,19450,64036000,PGD Bàu Bàng,106.6362417,11.2429544,88034000,PGD Bà Rịa,107.1768403,10.4877553,102.6483910018451,TP. Hồ Chí Minh,195,48,"31 min
19.8 km",19.8,31 min,part/output_part_195/ket_qua_tu_0_den_99.xlsx,original_output,ok,64036000__88034000,64036000__88034000,"11.24295,106.63624__10.48776,107.17684","10.48776,107.17684__11.24295,106.63624",directed_pair_key_by_code,118.0,19.8,,31 min,,0.1929,-98.2,98.2,0.8322,SUSPECT_CHANGED,HIGH
